,kingdom,phylum,class,order,family,genus,species
be2c2ec53db7891fd51cca59526d27f0,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
6a7bfdb936c4f164ab4a5113c886bd56,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
03a0db2baf04f8b61479c2ab495b1af1,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
e294c66b6765620a29df7a5adc4406dd,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
154cd981aca1a1ffd14bb5463bc158e7,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
f2e00ee31efc8e65149774c76d53990f,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
5941c2f839715753d5f618d653e0d1a9,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
1bb02596f92b968545dbf94e8ad6acb1,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Parafenestella,Parafenestella mackenziei
9476a9c149544aaca36219f7f0efcf32,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
806fca93116b861a22f5d270dec6e510,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
152cd3c803293da8f4bd63897e09fb60,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
5ead944c9c6a1251db408abaf74d5b63,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
bb1ed5125c78c0e545e4783d96f5e60e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
c89df886ab338b80967123115315a75d,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
310f1e3dbad22af7b3175940c657b614,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina thujae
349173f839e654f75d6376945ea3bf35,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
4136117ddb8686459253a7e41a21c9de,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
c0013201ccc7118cec84130854039081,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Neocelosporium,Neocelosporium eucalypti
508c465212ad4371b2b7c1272cd8ed7a,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
b04e5858a34ac62f86d585a1a79a9be7,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
4d3c6c701579345412f747cdf58eacb0,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
702c6fb8940ad2275e0a5d2db685820c,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
7333a306060af89dcb0634dcc3b9a8ef,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium leucospermi
2437c5758e7120b9903ef3766d3c7972,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
b761159da1fb68c720f4ca471ba1b995,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
f1a7534eb89ef0da5f2a6707a8e1bbbe,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
a9a085d86d6998aadefe64f5c53d1605,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
3ba6f97cde0fcf431ab92d762a5d5ea1,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Chaetothyrium,Chaetothyrium agathis
8717097b3bc45f17d81942c04d9bedd2,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
1273d4ec7873b4a6f538f42448a34423,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
4e7db5b3a03e908d6feeaa24c9f7a32a,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
506f828f48fe6bed55147cecf3f557e8,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria sorghi
b693f0c5314fbcccd8f1e122e237aed9,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
60bc68daca9be052873b172e6fee1c56,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
cde11351c490f5d2228fb7cb1a29e0f1,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
c56f75fd49ac0ed3a49139dfba28eb60,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
9c89c0ab4fc787f2a1ce54fab02a26f1,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
7d4afdf4cde2ca0a11c71c3eeda2e349,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
5ca624b60268ac9186e0db0e24f673be,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
bc4f6ba796e58a5d10262419e0b57bfc,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
e8f711e1cb535e60ece2de5f069e9a52,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
6a73e36e318d6cff5ea5742064226170,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
2b756549ae459cfb9b9925cdc23baa86,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
58d54040a161c3a253e1ab2cad095588,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Comoclathris lini
fed5423f1167fc4ab8403a947672b438,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
fca165e8982bd666a2f220120a9620d7,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
cc2394c3a1b8a898fd5f2605aff2ee49,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
da91c773eac64f76c483130a3c3845c2,Eukaryota,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Ramgea,Ramgea ozimecii
209090b631f7b298a3288719bdb7f2f6,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
a01e8f4e98c72d2a95764eb503afa965,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
f4fc79e769ae6dfc54966c808f1f2060,Eukaryota,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Ramgea,Ramgea ozimecii
7a74861e818c4a737f541f7d571c60ee,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
6a5a37ab3aa0108fd9434540e476b766,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
3964ebc6d0cf4eb12b7330c25668fcf6,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
c2c5efc6cb9cc3bffc2dc21f72df4b36,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
7d139601b6b070ea2596ccec18ffcd3d,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
919a6a25d0042bf6eabcadef1265d233,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
dedf75cfcad94d843ea88cf4cddcc259,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
25c8e2be9039a36024d7d7bb790a3bae,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
32ae1c18e08c5f9d14384de99cd63502,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
dd4e59f0e3388244d71058df32fb27a8,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
9c887b7cc966548fa14a14cf0c843da1,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
14ae5a0cff51efe63fda51437400dfad,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
25715d8165219bf4dfa3503f3a95234c,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
56f0a37dd0b3aa1136251a0732ce44af,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
7b8fa71bb89466129b406d4ecf7baae4,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
1a1a2a394f073c1f2a5b8b407de26015,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
666d6f0f937065395c4e6eaecf1cec11,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
7496f335d8191786884703f1dba94405,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
f9258f869ade8cd68edf5c992a8a4183,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
9ce48819433cc14fbd28f2f5454b9d6c,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
5e927317be9a952fca1ab1e36bc1895f,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
124efd8dd5443d5057b432cc86bfbf55,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
ca7e9544630d65ddac8d0344063fb435,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
bb69c3f7a5a45875784fb8d12a0d0edc,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
09d29bc046b36ad9fee708a6e2c517f0,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,NA
0824433ee18e0f98694f28f843be6631,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
aa335793126a62353965bde24c95abaf,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
748e6d5c0473481b050c42976b856326,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Pseudoophiobolus,NA
c35e4f8da4501873ab6ca80585126c72,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
2f4eee38c6f5e74fc843272bf6174bf5,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
7b99b1b3cdab65cfb1911401de45ec01,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
02ba5fad7e79b5ff87fe1fc37050e7a0,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
83b9d7a396bac90c08985d9a037971e1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
91da3411a7999ed2c491e47756a6d2eb,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Chaetothyrium,Chaetothyrium agathis
c86cdc968d9d02c793c2014a3c5c46ff,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
845ce1dafad066074fd6e9f259332df5,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
850f4af3dbb8046be4c6ed79b2f7007e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
063d94b07d710707017218dc6ededf5f,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
225c831af19b7ef4b0624a3362d4b604,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
629784212912053788c391871799d0e3,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
e87188475a7196d8e7761b40fded84ff,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Phaeotremellaceae,Gelidatrema,Gelidatrema spencermartinsiae
f9fac02f8a7cac9e9855dfa45f0006b6,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
28fffe93ca75b14247d4a5c06122dc05,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
b69ada2a90394c8f5c13555f4874c99a,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
0deb910ec561d958374bc3900a19916a,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
a0674b9f6b9d8108e255b626f9833e1e,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
cebfa1c3e7e4b436046f0849b2719548,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus neoformans
0623bb5951c778cc7d305d23e51521c0,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
e92469976c4cdd062597eea0c460ed29,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
1a0701a63a1b3b936a5e80310288c75c,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
60a31f3db4b39f959dd47f35e5b0c1ab,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
faf2dae9f60ef370a8dfb31b809048af,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
731bd42d77f22ec62d021965959f1d26,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
77c2e1dcb1cc022b0d393ee289d65f7c,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
50f2c63aee4529f8ae1e7ecf3a8daaf4,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
427ae84e80f7cbfffdc66df6f0d3c8fd,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
8b0126016d75c3650e1acc84f2376ed7,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
92c7868a10758a1db40e2251cf66fb34,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
80ff40f3a7e60d3e98f619d0e5215dea,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
690d59c573ebbaa31f580af66406d231,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
27283a73a72fb8e3fa3c93d77220ab3f,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
8c3a98398b164eaddb84f526b6048fc0,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
a4ad213630a18d979a1027ea97cb15fb,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
3ab9f3ad88cd6c4c25baa9b23544465e,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
d0a117e7f146ca3a8a0efec889c6b059,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
13953767318a5c94544e630e47f0d778,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
e0a74b0b201f7b6eb0950cc2055cd981,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
583aaea49108bf893530879d32c1a690,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
c40185b96fc24589c552cd5b3cf3c7e8,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
0b00bb66c732013f7ae8d8610bc63bbf,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
ef3d1f94deae046c283c5ccb79293cb1,Eukaryota,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Comoclathris lini
d11397ec7f4c796eafbe2bdf688568c0,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
87264bbcf2ee22f4a289f3c7e822b0d6,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
cd7391b1a35a55b69b8d9cbc241b9252,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
a4f4b6c398a2f55d08063ffacfd707f7,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Phaeotremellaceae,Gelidatrema,Gelidatrema spencermartinsiae
d227b7b91f8f1772fa74ada2dd0b169e,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
ccfa8690958d2ab33dd6db5389267a07,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
588a45d9c3fe9ca787030a92de87be12,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
81ab26960d40c540404fa6cbdfe5b7e7,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
856820d5804892afa62a23e4e5af04c5,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
831639dee2b18d03fa46c438d39eb27b,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
e8beda3ea1de65d1c5e0c2aa6d559eda,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
f2de0436cbf0a4a67b39ea19c2d448c4,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
a7a71485aa05718331e522e963e8f7d7,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
1b3b2f715537e6377e1bc38102c02f11,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,Porodiplodiaceae,NA,[Chalara] clidemiae
658be742189bbf9590720ff522382693,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
d2d219f61ca30b8b409f71e37eab9aec,Eukaryota,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina antarctica
94d0cd36b6f53f852ba8cacb4b962f3a,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
c066efb569771a8b657b9527364479c3,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
bf4aad8d6926555866516607a6025e79,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
fb7262ad05893cbb6d12c28e9ba5190c,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
a8efb6ac72984af149b5759048df0590,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
3695f93597cc34bebc6f7255def0f455,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
7940b41f5221969f7493a356b9460080,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
e672fbb02292c10a69642fc00a9afbbd,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
144d298a01b0fc2ccece430b46e0b62a,Eukaryota,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,NA
0e0a3a5c6135abf5f1f293d8ebbbbc0d,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
791ba91a84b0b69bf0a7ce81e2f6091a,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium leucospermi
2da9f2566a9bbb4546cdebd915da2cc6,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
9bbd6522da594f10a15958bec143567a,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
061bd49fb2a441124c839c7ed4139c18,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
eb9cbe75b247b2c3e25d7c95ff8b0aba,Eukaryota,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,Phaeococcomyces eucalypti
83af7073d69d9dc2bdad9bd9953aaa97,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
ceca1008ecb395f9f8865881da8224a5,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
eb236235ee54f5acf4e949ab9cc7a511,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium wieringae
8023788cca0aaf6e44f92f4f95aa1dfa,Eukaryota,Ascomycota,Dothideomycetes,NA,NA,Thyrostroma,Thyrostroma ephedricola
b5e3c1d688466cc7f68529794348e2ec,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
49caec32451f1c0e1bf997568dfc9eca,Eukaryota,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium dingjieense
